,customer_id,age,monthly_salary,account_balance,marital_status,targeted_customer_yn,default_yn,house_loan_yn,other_loan_yn,contact_carrier,day_of_contact,campaign,last_contacted_days,total_previous_contact,customer_responded_yn,job,education,month_of_contact,call_duration_sec,loan_yn
12717,12836,35,50000,0,2,1,0,0,0,1,7,11,-1,0,0,8,2,7,78,0
12718,12837,30,50000,40,2,1,0,1,1,1,7,1,-1,0,0,8,1,7,174,1
12719,12838,59,20000,13718,2,1,0,0,0,2,7,6,-1,0,0,7,2,7,107,0
12720,12839,34,20000,205,2,1,0,1,1,1,7,1,-1,0,0,7,2,7,309,1
12721,12840,26,20000,123,1,1,0,0,1,1,7,1,-1,0,0,7,2,7,209,1
12722,12841,41,100000,0,2,1,0,0,1,1,7,3,-1,0,0,6,2,7,630,1
12723,12843,58,20000,2146,2,1,0,0,0,1,7,3,-1,0,0,7,2,7,206,0
12724,12844,35,20000,63,2,1,0,0,1,1,7,2,-1,0,0,7,1,7,243,1
12725,12845,27,60000,-428,2,1,0,0,0,1,7,1,-1,0,0,5,2,7,451,0
12726,12846,40,100000,0,2,1,0,0,0,1,7,1,-1,0,0,6,3,7,111,0
12727,12847,52,60000,-1014,3,0,1,0,1,1,7,1,-1,0,0,5,3,7,154,1
12728,12848,38,60000,-228,2,1,0,1,0,1,7,4,-1,0,0,5,2,7,162,1
12729,12849,30,20000,-42,1,1,0,0,0,1,7,2,-1,0,0,7,2,7,86,0
12730,12850,25,20000,218,1,1,0,0,1,1,7,1,-1,0,0,7,2,7,448,1
12731,12851,57,20000,282,2,1,0,0,1,1,7,12,-1,0,0,7,1,7,261,1
12732,12852,29,70000,123,2,1,0,0,1,1,7,1,-1,0,0,9,2,7,151,1
12733,12853,48,20000,14,2,1,0,0,1,1,7,1,-1,0,0,7,1,7,120,1
12734,12854,29,20000,247,2,1,0,0,1,1,7,1,-1,0,0,7,2,7,199,1
12735,12855,31,16000,-6,2,0,1,0,1,2,7,2,-1,0,0,10,1,7,94,1
12736,12856,38,16000,216,3,1,0,0,0,1,7,3,-1,0,0,10,2,7,97,0
12737,12857,29,60000,-28,2,1,0,0,0,1,7,1,-1,0,0,5,2,7,531,0
12738,12858,40,20000,326,2,1,0,1,1,1,7,1,-1,0,0,7,2,7,112,1
12739,12859,31,50000,119,1,1,0,0,0,1,7,1,-1,0,0,8,2,7,80,0
12740,12860,34,20000,69,2,1,0,0,0,2,7,1,-1,0,0,7,1,7,41,0
12741,12861,29,20000,707,2,1,0,0,0,1,7,1,-1,0,0,7,1,7,210,0
12742,12862,44,16000,-227,2,1,0,0,1,1,7,1,-1,0,0,10,1,7,153,1
12743,12863,41,20000,1085,1,1,1,1,1,1,7,1,-1,0,1,7,2,7,599,1
12744,12864,34,20000,368,3,1,0,0,1,1,7,1,-1,0,0,7,2,7,2201,1
12745,12865,35,120000,25,2,1,1,0,1,1,7,1,-1,0,0,4,1,7,236,1
12746,12866,43,100000,-132,3,0,0,1,1,1,7,2,-1,0,0,6,3,7,532,1
12747,12867,59,20000,1265,3,1,0,0,1,1,7,1,-1,0,1,7,1,7,849,1
12748,12868,46,100000,700,2,1,0,0,1,1,7,1,-1,0,0,6,2,7,136,1
12749,12869,55,20000,82,1,1,0,0,1,1,7,1,-1,0,0,7,2,7,500,1
12750,12870,41,16000,1529,2,1,0,0,0,1,7,6,-1,0,0,10,1,7,61,0
12751,12871,59,100000,623,1,0,0,1,0,1,7,4,-1,0,0,6,3,7,212,1
12752,12872,39,60000,-241,2,1,0,1,1,1,7,4,-1,0,0,5,2,7,337,1
12753,12873,26,60000,278,3,0,0,1,1,1,7,1,-1,0,0,5,3,7,1467,1
12754,12874,33,20000,1834,2,1,0,1,0,1,7,3,-1,0,0,7,2,7,117,1
12755,12875,32,60000,-398,1,1,0,0,1,1,7,2,-1,0,0,5,2,7,387,1
12756,12876,41,60000,0,3,1,0,0,0,1,7,4,-1,0,0,5,2,7,353,0
12757,12877,29,70000,-597,2,1,0,0,0,1,7,2,-1,0,0,9,2,7,500,0
12758,12878,31,20000,16,1,1,0,0,0,1,7,1,-1,0,0,7,2,7,387,0
12759,12879,37,50000,10,2,1,0,0,1,1,7,2,-1,0,0,8,2,7,162,1
12760,12880,50,50000,-79,1,1,0,0,1,1,7,1,-1,0,0,8,2,7,70,1
12761,12881,27,100000,338,1,0,0,0,1,1,7,1,-1,0,0,6,3,7,535,1
12762,12882,47,100000,-50,2,1,0,0,1,1,7,1,-1,0,0,6,3,7,175,1
12763,12883,47,60000,-239,1,1,0,1,1,1,7,3,-1,0,1,5,2,7,973,1
12764,12884,47,16000,333,2,1,0,0,0,2,7,1,-1,0,0,10,3,7,141,0
12765,12885,51,70000,867,2,1,0,1,0,1,7,3,-1,0,0,9,2,7,422,1
12766,12886,57,55000,-37,2,1,0,0,1,1,7,1,-1,0,0,11,2,7,354,1
12767,12887,44,60000,0,3,1,0,1,0,1,7,4,-1,0,0,5,2,7,835,1
12768,12888,51,100000,1392,2,1,0,0,0,1,7,3,-1,0,0,6,3,7,511,0
12769,12889,28,20000,-196,2,1,0,0,0,1,7,1,-1,0,0,7,1,7,209,0
12770,12890,41,50000,0,1,1,0,1,1,1,7,1,-1,0,0,8,2,7,166,1
12771,12891,30,100000,269,1,1,0,0,1,1,7,2,-1,0,0,6,2,7,1165,1
12772,12892,25,20000,913,1,1,0,1,0,1,7,4,-1,0,0,7,2,7,113,1
12773,12893,32,50000,-267,1,1,0,0,1,1,7,1,-1,0,0,8,2,7,98,1
12774,12894,40,70000,193,2,1,0,1,1,1,7,1,-1,0,0,9,2,7,190,1
12775,12895,31,70000,78,1,1,0,1,1,1,7,1,-1,0,0,9,2,7,104,1
12776,12896,30,8000,85,2,1,0,1,1,1,7,1,-1,0,0,1,2,7,88,1
12777,12897,25,70000,111,1,1,0,0,1,1,7,1,-1,0,0,9,2,7,316,1
12778,12898,45,20000,226,2,1,0,0,0,2,7,2,-1,0,0,7,2,7,211,0
12779,12899,49,20000,-354,2,1,1,0,1,1,7,1,-1,0,0,7,1,7,455,1
12780,12900,32,50000,212,1,1,0,0,0,1,7,5,-1,0,1,8,2,7,830,0
12781,12901,52,20000,9444,2,1,0,0,0,1,7,3,-1,0,0,7,1,7,271,0
12782,12902,35,100000,14,1,0,0,0,0,1,7,2,-1,0,0,6,3,7,167,0
12783,12903,60,55000,468,3,0,0,0,0,1,7,2,-1,0,0,11,3,7,108,0
12784,12904,33,20000,-15,1,1,1,0,1,1,7,2,-1,0,0,7,1,7,326,1
12785,12905,43,100000,1530,2,1,0,0,0,1,7,3,-1,0,0,6,3,7,91,0
12786,12906,42,50000,1133,2,1,0,1,0,1,7,3,-1,0,0,8,2,7,375,1
12787,12907,50,60000,680,2,0,0,0,0,1,7,5,-1,0,0,5,2,7,457,0
12788,12908,33,70000,329,1,1,0,1,1,1,7,4,-1,0,0,9,2,7,227,1
12789,12909,42,60000,473,2,1,0,1,0,1,7,5,-1,0,0,5,2,7,216,1
12790,12910,26,20000,-8019,1,1,1,0,1,1,7,3,-1,0,0,7,2,7,299,1
12791,12911,25,60000,226,1,0,0,0,0,1,7,2,-1,0,0,5,3,7,366,0
12792,12912,26,50000,383,2,1,0,1,1,1,7,2,-1,0,0,8,2,7,238,1
12793,12913,39,50000,1,3,1,0,0,1,1,7,1,-1,0,0,8,2,7,281,1
12794,12914,39,70000,27,2,1,0,0,1,1,7,1,-1,0,0,9,2,7,290,1
12795,12915,31,60000,49,1,1,0,1,0,1,7,1,-1,0,0,5,2,7,234,1
12796,12916,52,8000,1023,2,1,0,0,0,1,7,6,-1,0,0,1,3,7,107,0
12797,12917,28,50000,1507,1,1,0,0,0,1,7,1,-1,0,0,8,2,7,92,0
12798,12918,46,20000,3969,2,1,0,0,0,2,7,5,-1,0,0,7,1,7,46,0
12799,12919,28,70000,198,1,1,0,0,0,1,7,1,-1,0,0,9,2,7,159,0
12800,12920,54,16000,0,2,1,0,0,1,1,7,1,-1,0,0,10,2,7,97,1
12801,12921,45,20000,55,2,1,0,0,0,1,7,3,-1,0,0,7,1,7,112,0
12802,12922,58,120000,124,2,1,0,1,0,1,7,7,-1,0,0,4,1,7,293,1
12803,12923,42,20000,419,1,1,0,0,0,1,7,3,-1,0,0,7,2,7,88,0
12804,12924,34,20000,-72,1,1,0,1,0,1,7,5,-1,0,0,7,2,7,273,1
12805,12925,50,60000,0,2,1,0,0,0,1,7,2,-1,0,0,5,2,7,152,0
12806,12926,59,20000,3372,2,1,0,0,0,1,7,1,-1,0,0,7,1,7,87,0
12807,12927,56,20000,58932,2,1,0,0,0,2,7,2,-1,0,0,7,2,7,339,0
12808,12928,58,60000,-354,3,1,0,1,1,1,7,1,-1,0,0,5,2,7,98,1
12809,12929,31,100000,-513,2,1,0,0,1,1,7,1,-1,0,0,6,3,7,124,1
12810,12930,58,20000,916,3,1,0,0,0,1,7,4,-1,0,0,7,2,7,244,0
12811,12931,25,70000,402,1,1,0,0,1,1,7,1,-1,0,0,9,2,7,264,1
12812,12932,32,20000,22,1,1,0,0,0,1,7,1,-1,0,0,7,2,7,280,0
12813,12933,38,20000,433,2,1,0,0,0,1,7,3,-1,0,0,7,1,7,116,0
12814,12934,33,100000,1326,1,1,0,0,1,1,7,2,-1,0,0,6,2,7,164,1
12815,12935,37,50000,147,2,1,0,1,0,1,7,30,-1,0,0,8,2,7,25,1
12816,12936,38,100000,76,2,1,0,1,0,1,7,3,-1,0,0,6,3,7,196,1
12817,12937,31,100000,1598,1,0,0,1,0,1,7,33,-1,0,0,6,3,7,36,1
12818,12938,52,20000,497,3,1,0,0,1,1,7,2,-1,0,0,7,2,7,277,1
12819,12939,27,50000,145,1,1,0,0,1,1,7,3,-1,0,0,8,2,7,95,1
12820,12940,25,20000,0,2,1,0,0,0,1,7,1,-1,0,0,7,1,7,116,0
12821,12941,31,50000,383,1,0,0,0,1,1,7,1,-1,0,0,8,3,7,305,1
12822,12942,35,100000,1361,2,1,0,0,1,1,7,11,-1,0,0,6,3,7,15,1
12823,12943,28,8000,-1270,1,1,1,0,1,2,7,2,-1,0,0,1,2,7,237,1
12824,12944,29,20000,-305,2,1,0,1,1,1,7,1,-1,0,0,7,2,7,263,1
12825,12945,33,60000,2284,2,1,0,1,1,1,7,2,-1,0,0,5,2,7,210,1
12826,12946,39,70000,0,2,1,0,0,0,1,7,5,-1,0,0,9,2,7,333,0
12827,12947,47,20000,-594,2,1,1,1,1,1,7,4,-1,0,0,7,2,7,100,1
12828,12948,39,20000,18,2,0,0,0,0,1,7,3,-1,0,0,7,1,7,75,0
12829,12949,50,60000,1717,2,1,0,0,0,2,7,8,-1,0,0,5,2,7,416,0
12830,12950,50,60000,387,3,0,0,0,0,1,7,8,-1,0,0,2,3,7,221,0
12831,12951,49,100000,96,2,1,0,0,0,1,7,2,-1,0,0,6,3,7,51,0
12832,12952,44,120000,5038,2,1,0,0,0,1,7,7,-1,0,0,4,1,7,199,0
12833,12953,28,60000,1581,1,1,0,0,1,1,7,2,-1,0,0,5,2,7,576,1
12834,12954,31,70000,8,1,1,0,0,0,1,7,3,-1,0,0,9,2,7,340,0
12835,12955,47,16000,1152,2,1,0,0,0,2,7,13,-1,0,0,10,2,7,260,0
12836,12956,30,60000,101,2,1,0,1,1,1,7,3,-1,0,0,5,3,7,187,1
12837,12957,29,20000,218,1,1,0,0,0,1,7,2,-1,0,0,7,2,7,255,0
12838,12958,51,20000,720,2,1,0,0,0,1,7,5,-1,0,0,7,1,7,160,0
12839,12959,44,50000,0,3,0,0,1,0,1,7,3,-1,0,0,8,3,7,96,1
12840,12960,43,100000,-213,2,1,0,0,1,2,7,2,-1,0,0,6,2,7,543,1
12841,12961,44,70000,300,2,1,0,1,0,1,7,3,-1,0,0,9,2,7,182,1
12842,12962,41,50000,-396,2,1,0,1,0,1,7,4,-1,0,0,8,2,7,104,1
12843,12963,59,20000,55,3,1,0,0,0,1,7,20,-1,0,0,7,1,7,13,0
12844,12964,49,60000,766,1,1,0,1,0,1,7,4,-1,0,0,2,2,7,150,1
12845,12965,31,60000,9,1,1,0,0,0,1,7,2,-1,0,0,5,2,7,167,0
12846,12966,50,120000,223,3,0,0,0,0,1,7,5,-1,0,0,4,3,7,264,0
12847,12967,33,120000,0,2,1,0,0,1,1,7,4,-1,0,0,4,2,7,224,1
12848,12968,58,20000,853,2,1,0,0,0,1,7,3,-1,0,0,7,1,7,317,0
12849,12969,36,20000,1346,1,0,0,0,0,1,7,7,-1,0,0,7,3,7,74,0
12850,12970,35,100000,122,2,1,0,0,0,1,7,4,-1,0,0,6,3,7,179,0
12851,12971,30,50000,52,1,1,0,0,1,1,7,1,-1,0,0,8,2,7,422,1
12852,12972,27,20000,1659,1,1,0,0,1,1,7,3,-1,0,0,7,1,7,447,1
12853,12973,35,100000,126,2,1,0,0,1,1,7,2,-1,0,0,6,3,7,371,1
12854,12974,53,20000,143,2,1,0,1,0,1,7,5,-1,0,0,7,2,7,122,1
12855,12975,35,20000,1688,1,1,0,1,0,2,7,4,-1,0,0,7,2,7,41,1
12856,12976,60,100000,-108,2,1,1,0,1,1,7,2,-1,0,0,6,3,7,79,1
12857,12977,27,20000,102,2,1,0,0,1,1,7,2,-1,0,0,7,2,7,159,1
12858,12978,54,60000,203,2,1,0,1,0,2,7,8,-1,0,0,2,2,7,238,1
12859,12979,48,60000,252,2,1,0,0,0,1,7,5,-1,0,0,2,2,7,261,0
12860,12980,40,100000,-626,3,1,0,1,0,1,7,4,-1,0,0,6,2,7,140,1
12861,12981,26,20000,6,1,1,0,0,1,2,7,3,-1,0,0,7,2,7,360,1
12862,12982,38,60000,0,2,1,0,1,1,1,7,5,-1,0,0,5,2,7,500,1
12863,12983,31,20000,76,2,1,0,0,1,2,7,4,-1,0,0,7,1,7,146,1
12864,12984,46,20000,14,2,1,0,0,0,1,7,1,-1,0,0,7,1,7,407,0
12865,12985,27,100000,1117,1,0,0,1,0,1,7,4,-1,0,0,6,3,7,416,1
12866,12986,53,20000,1086,2,1,0,0,0,1,7,5,-1,0,0,7,1,7,112,0
12867,12987,40,20000,-23,2,1,1,0,1,1,7,3,-1,0,0,7,1,7,756,1
12868,12988,43,120000,128,2,1,0,1,0,2,7,2,-1,0,0,4,2,7,122,1
12869,12989,37,20000,897,2,0,0,1,0,1,7,2,-1,0,0,7,1,7,339,1
12870,12990,31,16000,-367,2,1,0,1,1,2,7,2,-1,0,0,10,1,7,352,1
12871,12991,28,60000,-228,2,1,0,1,1,1,7,3,-1,0,0,2,2,7,164,1
12872,12992,43,20000,8,2,1,0,0,0,2,7,5,-1,0,0,7,1,7,245,0
12873,12993,28,20000,619,2,1,0,0,0,2,7,2,-1,0,0,7,2,7,327,0
12874,12994,47,70000,24,2,1,0,0,1,1,7,2,-1,0,0,9,2,7,95,1
12875,12995,43,120000,42,1,0,0,0,0,1,7,1,-1,0,0,4,3,7,285,0
12876,12996,57,60000,-40,2,1,0,0,1,1,7,1,-1,0,0,5,3,7,88,1
12877,12997,58,55000,282,1,1,0,0,1,1,7,1,-1,0,0,11,2,7,78,1
12878,12998,25,20000,267,2,1,0,0,0,1,7,2,-1,0,0,7,2,7,422,0
12879,12999,31,20000,726,1,1,0,0,0,1,7,2,-1,0,1,7,2,7,719,0
12880,13000,47,60000,50,2,1,0,0,0,2,7,3,-1,0,0,5,1,7,167,0
12881,13002,27,70000,379,2,1,0,0,1,1,7,2,-1,0,0,9,2,7,269,1
12882,13003,45,120000,4688,2,1,0,0,0,1,7,10,-1,0,0,4,2,7,112,0
12883,13004,31,100000,256,2,1,0,1,0,1,7,24,-1,0,0,6,3,7,28,1
12884,13005,33,60000,-805,2,1,0,0,0,1,7,2,-1,0,0,5,2,7,208,0
12885,13006,31,20000,-2,1,1,0,0,1,1,7,2,-1,0,0,7,2,7,221,1
12886,13007,32,70000,473,1,1,0,1,0,1,7,5,-1,0,0,9,2,7,624,1
12887,13008,41,16000,175,2,1,0,0,0,1,7,1,-1,0,0,10,1,7,252,0
12888,13009,31,50000,-407,1,1,0,0,1,1,7,1,-1,0,0,8,2,7,230,1
12889,13010,30,70000,148,1,1,0,0,1,1,7,3,-1,0,0,9,2,7,482,1
12890,13011,44,20000,-24,1,1,0,0,0,2,7,1,-1,0,0,7,1,7,564,0
12891,13012,28,4000,305,1,1,0,0,0,1,7,1,-1,0,0,3,2,7,625,0
12892,13013,31,120000,2,3,0,0,0,1,1,7,1,-1,0,0,4,3,7,53,1
12893,13014,36,20000,-308,2,1,0,1,0,1,7,11,-1,0,0,7,2,7,279,1
12894,13016,25,60000,-55,1,1,0,1,1,1,7,1,-1,0,0,5,2,7,242,1
12895,13017,27,20000,52,2,1,0,0,1,1,7,1,-1,0,0,7,1,7,185,1
12896,13018,60,100000,1573,2,1,0,0,0,2,7,15,-1,0,0,6,3,7,79,0
12897,13019,36,20000,-395,1,0,1,1,0,2,7,17,-1,0,0,7,1,7,9,1
12898,13020,49,20000,4140,2,1,0,0,0,1,7,4,-1,0,0,7,1,7,205,0
12899,13021,25,20000,495,1,1,0,0,0,1,7,3,-1,0,0,7,2,7,131,0
12900,13022,46,100000,74,2,1,0,1,0,1,7,11,-1,0,0,6,3,7,15,1
12901,13023,50,60000,92,2,1,0,0,1,1,7,1,-1,0,0,5,3,7,192,1
12902,13024,50,20000,5,3,1,0,0,0,1,7,1,-1,0,0,7,1,7,118,0
12903,13025,33,50000,568,2,1,0,0,0,1,7,1,-1,0,0,8,3,7,219,0
12904,13026,42,100000,4314,2,1,0,0,0,1,7,1,-1,0,0,6,2,7,214,0
12905,13027,30,50000,312,1,1,0,0,0,1,8,1,-1,0,0,8,2,7,188,0
12906,13028,42,60000,24,1,0,0,0,0,1,8,1,-1,0,0,5,3,7,262,0
12907,13029,28,50000,54,2,1,0,0,1,1,8,1,-1,0,0,8,2,7,226,1
12908,13030,34,120000,412,2,1,0,1,1,1,8,1,-1,0,0,4,3,7,164,1
12909,13031,33,100000,-139,2,1,0,0,0,1,8,1,-1,0,0,6,3,7,290,0
12910,13032,26,120000,-306,2,1,0,0,1,1,8,1,-1,0,0,4,2,7,342,1
12911,13033,29,50000,210,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,140,1
12912,13034,28,50000,551,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,161,1
12913,13035,32,60000,31,3,0,0,0,1,1,8,1,-1,0,0,5,3,7,259,1
12914,13036,45,70000,0,2,1,0,0,1,1,8,7,-1,0,0,9,2,7,47,1
12915,13037,59,55000,184,2,1,0,0,0,1,8,1,-1,0,0,11,2,7,163,0
12916,13038,46,8000,562,2,1,0,0,0,1,8,1,-1,0,0,1,2,7,491,0
12917,13039,32,100000,2102,2,1,0,1,0,1,8,1,-1,0,0,6,3,7,220,1
12918,13040,44,100000,193,3,0,0,0,1,1,8,2,-1,0,0,6,3,7,104,1
12919,13041,26,20000,5,1,1,0,0,0,2,8,3,-1,0,0,7,2,7,54,0
12920,13042,53,100000,66,2,1,0,0,1,2,8,1,-1,0,0,6,2,7,141,1
12921,13043,46,20000,-169,2,1,0,1,1,1,8,1,-1,0,0,7,1,7,109,1
12922,13044,35,120000,2643,2,1,0,0,1,1,8,1,-1,0,0,4,1,7,259,1
12923,13045,56,20000,12,3,1,0,0,0,1,8,1,-1,0,0,7,1,7,226,0
12924,13046,60,100000,75,2,1,0,0,1,1,8,1,-1,0,0,6,1,7,183,1
12925,13047,36,60000,-257,2,1,0,0,0,1,8,26,-1,0,0,5,2,7,24,0
12926,13048,29,20000,170,1,1,0,1,0,1,8,1,-1,0,0,7,1,7,216,1
12927,13049,60,60000,-85,3,1,0,0,1,2,8,2,-1,0,0,5,1,7,58,1
12928,13050,55,100000,979,2,1,0,0,1,1,8,1,-1,0,0,6,3,7,123,1
12929,13051,27,100000,136,1,0,0,0,1,1,8,1,-1,0,0,6,3,7,146,1
12930,13052,33,60000,-258,2,1,0,0,0,1,8,1,-1,0,0,5,3,7,362,0
12931,13053,33,100000,99,1,0,0,0,0,1,8,1,-1,0,0,6,3,7,159,0
12932,13054,55,55000,150,2,1,0,0,0,1,8,1,-1,0,0,11,1,7,124,0
12933,13055,28,20000,476,1,1,0,0,0,1,8,1,-1,0,0,7,2,7,306,0
12934,13056,28,60000,226,1,0,0,0,1,1,8,1,-1,0,0,2,3,7,191,1
12935,13057,26,50000,-378,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,165,1
12936,13058,31,100000,296,1,0,0,0,1,1,8,4,-1,0,1,6,3,7,509,1
12937,13059,39,50000,1661,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,431,1
12938,13060,26,100000,122,1,0,0,0,1,1,8,1,-1,0,0,6,3,7,160,1
12939,13061,27,70000,-90,2,1,0,0,1,1,8,1,-1,0,0,9,1,7,175,1
12940,13062,42,20000,1322,1,1,0,1,1,1,8,1,-1,0,0,7,1,7,178,1
12941,13063,42,100000,-272,3,1,0,0,0,1,8,1,-1,0,0,6,2,7,186,0
12942,13064,34,60000,-133,3,1,0,1,0,1,8,1,-1,0,0,5,2,7,395,1
12943,13065,32,60000,2,2,1,0,1,1,1,8,1,-1,0,0,5,2,7,143,1
12944,13066,35,60000,0,2,1,0,0,0,1,8,1,-1,0,0,2,3,7,201,0
12945,13067,33,120000,-627,2,1,0,1,1,1,8,1,-1,0,1,4,2,7,740,1
12946,13068,52,120000,-468,2,1,1,0,0,1,8,1,-1,0,1,4,3,7,534,0
12947,13069,30,20000,0,3,1,0,0,1,1,8,1,-1,0,0,7,2,7,320,1
12948,13070,25,100000,1098,1,0,0,1,1,1,8,1,-1,0,0,6,3,7,425,1
12949,13071,34,60000,191,2,1,0,0,0,1,8,1,-1,0,0,2,3,7,59,0
12950,13072,45,20000,-605,2,1,1,1,0,2,8,5,-1,0,0,7,2,7,208,1
12951,13073,27,50000,-400,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,290,1
12952,13074,36,50000,68,2,1,0,0,1,1,8,4,-1,0,0,8,2,7,85,1
12953,13075,51,50000,38,2,1,0,0,1,1,8,3,-1,0,0,8,2,7,31,1
12954,13076,26,60000,291,1,0,0,0,1,1,8,1,-1,0,0,5,3,7,393,1
12955,13077,32,100000,2,2,1,1,0,0,1,8,1,-1,0,0,6,3,7,82,0
12956,13078,58,55000,264,3,0,0,1,1,1,8,3,-1,0,0,11,3,7,523,1
12957,13079,57,55000,1029,2,1,0,0,1,1,8,1,-1,0,0,11,3,7,203,1
12958,13080,56,55000,87,2,1,0,0,0,1,8,2,-1,0,0,11,3,7,136,0
12959,13081,58,20000,1457,2,1,0,1,0,1,8,4,-1,0,0,7,2,7,144,1
12960,13082,25,20000,-220,1,1,1,0,0,1,8,1,-1,0,0,7,2,7,152,0
12961,13083,34,16000,-97,2,1,0,1,1,1,8,2,-1,0,0,10,2,7,119,1
12962,13084,27,60000,0,1,1,1,0,1,1,8,1,-1,0,1,5,2,7,732,1
12963,13085,29,70000,1274,1,1,0,0,0,1,8,1,-1,0,0,9,2,7,136,0
12964,13086,36,100000,128,2,1,0,0,0,1,8,1,-1,0,0,6,3,7,733,0
12965,13087,46,100000,3,1,0,0,0,0,1,8,1,-1,0,0,6,3,7,85,0
12966,13088,32,20000,642,2,1,0,0,1,1,8,1,-1,0,0,7,1,7,524,1
12967,13089,55,20000,137,2,1,0,0,0,2,8,1,-1,0,0,7,1,7,377,0
12968,13090,28,8000,455,2,1,0,0,0,1,8,1,-1,0,0,1,2,7,286,0
12969,13091,26,50000,-35,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,304,1
12970,13092,39,70000,230,1,1,0,0,1,1,8,1,-1,0,0,9,2,7,106,1
12971,13093,55,100000,51,2,1,0,0,0,1,8,1,-1,0,0,6,2,7,102,0
12972,13094,33,120000,-54,2,1,1,0,1,1,8,1,-1,0,0,4,2,7,42,1
12973,13095,29,16000,7,2,1,0,0,1,1,8,1,-1,0,0,10,1,7,240,1
12974,13096,45,60000,12389,3,1,0,0,1,1,8,1,-1,0,0,5,2,7,711,1
12975,13097,25,70000,2,1,1,0,0,0,1,8,1,-1,0,0,9,2,7,288,0
12976,13098,55,120000,22,2,1,0,0,1,1,8,1,-1,0,0,4,3,7,215,1
12977,13099,32,20000,-197,1,1,0,0,1,1,8,1,-1,0,0,7,2,7,99,1
12978,13100,25,50000,0,1,1,0,0,1,1,8,3,-1,0,0,8,2,7,238,1
12979,13101,28,50000,144,1,1,0,0,1,1,8,1,-1,0,0,8,2,7,136,1
12980,13102,34,20000,-480,2,1,0,1,1,1,8,1,-1,0,0,7,1,7,225,1
12981,13103,26,100000,350,1,0,0,0,0,1,8,1,-1,0,0,6,3,7,367,0
12982,13104,56,20000,175,2,1,0,0,1,1,8,1,-1,0,0,7,1,7,188,1
12983,13105,26,60000,551,1,1,0,0,0,1,8,1,-1,0,1,2,2,7,531,0
12984,13106,33,50000,621,1,0,0,0,0,1,8,1,-1,0,0,8,3,7,217,0
12985,13107,55,55000,197,2,1,0,0,1,1,8,1,-1,0,0,11,3,7,256,1
12986,13108,25,60000,0,1,1,0,0,1,1,8,1,-1,0,1,5,2,7,634,1
12987,13109,38,50000,-14,2,1,0,0,1,1,8,1,-1,0,0,8,2,7,124,1
12988,13110,27,70000,87,1,1,0,0,0,1,8,1,-1,0,0,9,2,7,260,0
12989,13111,58,55000,-230,2,0,0,0,1,1,8,2,-1,0,0,11,2,7,133,1
12990,13112,25,20000,101,2,1,0,0,1,1,8,3,-1,0,1,7,2,7,460,1
12991,13113,42,20000,1556,2,1,0,0,1,1,8,1,-1,0,0,7,1,7,113,1
12992,13114,40,70000,-45,2,1,0,0,1,1,8,1,-1,0,0,9,1,7,166,1
12993,13115,30,60000,139,2,1,0,0,1,1,8,2,-1,0,0,5,2,7,1046,1
12994,13116,26,70000,-90,1,1,0,0,1,1,8,1,-1,0,0,9,2,7,240,1
12995,13117,58,60000,-509,2,0,0,0,1,1,8,1,-1,0,0,5,2,7,239,1
12996,13118,59,55000,830,3,1,0,0,1,1,8,1,-1,0,0,11,1,7,116,1
12997,13119,48,100000,1106,1,1,0,0,1,1,8,1,-1,0,0,6,2,7,265,1
12998,13120,59,70000,136,3,1,0,0,1,2,8,1,-1,0,0,9,2,7,176,1
12999,13121,34,50000,-199,1,0,0,0,1,1,8,1,-1,0,0,8,3,7,130,1
13000,13122,53,60000,-834,3,1,0,1,1,1,8,1,-1,0,0,5,1,7,130,1
13001,13123,42,8000,-283,2,1,0,0,1,1,8,2,-1,0,0,1,2,7,96,1
13002,13124,25,60000,218,1,1,0,0,1,1,8,1,-1,0,0,5,2,7,272,1
13003,13125,25,100000,1923,1,1,0,0,1,1,8,1,-1,0,0,6,2,7,71,1
13004,13126,28,50000,2736,1,0,0,0,0,1,8,1,-1,0,1,8,2,7,705,0
13005,13127,41,50000,26,1,1,0,0,0,1,8,1,-1,0,0,8,2,7,428,0
13006,13128,45,70000,-688,1,1,0,0,1,1,8,1,-1,0,0,9,2,7,106,1
13007,13129,29,20000,50,2,1,0,0,0,1,8,2,-1,0,0,7,1,7,185,0
13008,13130,25,100000,314,1,0,0,0,1,1,8,1,-1,0,0,6,3,7,455,1
13009,13131,51,60000,564,2,1,0,0,1,1,8,2,-1,0,0,5,2,7,187,1
13010,13132,26,100000,33,1,0,0,0,1,1,8,1,-1,0,0,6,3,7,253,1
13011,13133,27,120000,1007,1,0,0,0,0,1,8,1,-1,0,0,4,3,7,154,0
13012,13134,39,70000,87,2,1,0,0,0,1,8,1,-1,0,0,9,2,7,114,0
13013,13135,30,4000,-145,1,0,0,0,1,1,8,1,-1,0,0,3,1,7,154,1
13014,13136,25,60000,-44,1,0,0,0,1,1,8,1,-1,0,0,2,3,7,201,1
