,customer_id,age,monthly_salary,account_balance,marital_status,targeted_customer_yn,default_yn,house_loan_yn,other_loan_yn,contact_carrier,day_of_contact,campaign,last_contacted_days,total_previous_contact,last_contact_outcome,customer_responded_yn,job,education,month_of_contact,year_of_contact,call_duration_sec,loan_yn
4041,4042,48,100000,54,2,0,0,1,0,,16,7,-1,0,,0.0,6.0,,5.0,2017,293,1
4042,4043,37,100000,792,1,1,0,1,0,,16,4,-1,0,,1.0,6.0,2.0,5.0,2017,1187,1
4043,4044,35,20000,378,2,1,0,1,0,,16,3,-1,0,,0.0,7.0,1.0,5.0,2017,427,1
4044,4045,58,60000,8014,2,1,0,1,0,,19,3,-1,0,,0.0,2.0,3.0,5.0,2017,65,1
4045,4046,47,20000,584,2,0,0,1,0,,19,19,-1,0,,0.0,7.0,,5.0,2017,79,1
4046,4047,58,55000,331,2,1,0,1,0,,19,4,-1,0,,0.0,11.0,1.0,5.0,2017,145,1
4047,4048,36,100000,122,2,1,0,1,0,,19,7,-1,0,,0.0,6.0,2.0,5.0,2017,39,1
4048,4049,38,20000,660,2,1,0,1,1,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,105,1
4049,4050,27,50000,276,1,1,0,1,0,,19,2,-1,0,,0.0,8.0,2.0,5.0,2017,311,1
4050,4051,44,20000,-14,2,1,0,1,1,,19,4,-1,0,,0.0,7.0,1.0,5.0,2017,179,1
4051,4052,47,20000,15,1,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,62,1
4052,4053,26,50000,-326,1,1,0,1,0,,19,3,-1,0,,0.0,8.0,2.0,5.0,2017,128,1
4053,4054,29,70000,2099,1,1,0,1,1,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,171,1
4054,4055,60,100000,2589,3,0,0,1,0,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,134,1
4055,4056,37,120000,654,1,1,0,0,0,,19,2,-1,0,,0.0,4.0,2.0,5.0,2017,594,0
4056,4057,35,20000,474,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,55,1
4057,4058,44,20000,294,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,66,1
4058,4059,50,100000,-6,3,1,0,1,0,,19,2,-1,0,,0.0,6.0,1.0,5.0,2017,92,1
4059,4060,41,20000,865,2,1,0,0,1,,19,5,-1,0,,0.0,7.0,1.0,5.0,2017,19,1
4060,4061,26,60000,379,3,1,0,1,1,,19,3,-1,0,,0.0,5.0,2.0,5.0,2017,501,1
4061,4062,43,100000,8167,2,1,0,1,0,,19,2,-1,0,,0.0,6.0,1.0,5.0,2017,114,1
4062,4063,46,100000,357,2,1,0,1,1,,19,2,-1,0,,0.0,6.0,1.0,5.0,2017,221,1
4063,4064,54,70000,2431,2,1,0,1,0,,19,4,-1,0,,0.0,9.0,2.0,5.0,2017,221,1
4064,4065,46,20000,1497,2,1,0,1,0,,19,6,-1,0,,0.0,7.0,3.0,5.0,2017,374,1
4065,4066,46,20000,7934,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,123,1
4066,4067,55,20000,1261,2,1,0,0,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,166,0
4067,4068,45,20000,1124,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,37,1
4068,4069,58,55000,196,2,1,0,1,0,,19,1,-1,0,,0.0,11.0,1.0,5.0,2017,35,1
4069,4070,48,8000,-471,2,1,0,1,0,,19,7,-1,0,,0.0,1.0,3.0,5.0,2017,668,1
4070,4071,38,70000,497,2,1,0,1,1,,19,5,-1,0,,0.0,9.0,2.0,5.0,2017,88,1
4071,4072,57,70000,1920,3,1,0,0,0,,19,2,-1,0,,0.0,9.0,1.0,5.0,2017,77,0
4072,4073,54,20000,8180,3,1,0,0,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,312,0
4073,4074,40,100000,2784,1,0,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,181,1
4074,4075,44,70000,556,2,1,0,0,0,,19,3,-1,0,,0.0,9.0,2.0,5.0,2017,134,0
4075,4076,55,60000,517,2,1,0,1,1,,19,4,-1,0,,0.0,5.0,2.0,5.0,2017,61,1
4076,4077,40,20000,-154,1,0,0,1,1,,19,1,-1,0,,0.0,7.0,,5.0,2017,258,1
4077,4078,42,100000,0,3,0,0,0,0,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,131,0
4078,4079,48,60000,522,2,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,71,1
4079,4080,52,50000,-342,3,1,0,0,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,153,0
4080,4081,31,20000,43,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,405,1
4081,4082,60,50000,12210,2,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,256,1
4082,4083,51,70000,8806,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,1.0,5.0,2017,131,1
4083,4084,50,20000,2402,3,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,219,1
4084,4085,44,120000,-848,2,1,1,1,0,,19,1,-1,0,,0.0,4.0,2.0,5.0,2017,468,1
4085,4086,33,50000,0,2,1,0,0,0,,19,2,-1,0,,0.0,8.0,2.0,5.0,2017,326,0
4086,4087,43,60000,674,2,1,0,1,1,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,412,1
4087,4088,46,70000,778,3,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,579,1
4088,4089,43,70000,384,2,1,0,1,1,,19,3,-1,0,,0.0,9.0,2.0,5.0,2017,277,1
4089,4090,50,70000,256,3,1,0,1,0,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,316,1
4090,4091,41,50000,1020,1,1,0,1,0,,19,1,-1,0,,1.0,8.0,2.0,5.0,2017,882,1
4091,4092,50,70000,1463,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,380,1
4092,4093,50,70000,761,3,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,169,1
4093,4094,40,50000,1380,2,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,127,1
4094,4095,30,20000,71,1,1,0,1,0,,19,6,-1,0,,0.0,7.0,1.0,5.0,2017,122,1
4095,4096,44,50000,-1249,2,1,1,1,1,,19,4,-1,0,,0.0,8.0,2.0,5.0,2017,83,1
4096,4097,51,60000,4089,1,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,318,1
4097,4098,40,20000,3736,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,1.0,5.0,2017,29,1
4098,4099,38,20000,2407,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,218,1
4099,4100,52,60000,1781,2,1,0,1,0,,19,2,-1,0,,0.0,5.0,2.0,5.0,2017,144,1
4100,4101,49,60000,4667,2,1,0,1,0,,19,2,-1,0,,0.0,5.0,2.0,5.0,2017,130,1
4101,4102,44,50000,2,3,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,429,1
4102,4103,39,50000,259,2,1,0,1,0,,19,1,-1,0,,0.0,8.0,3.0,5.0,2017,27,1
4103,4104,43,50000,445,1,1,0,1,0,,19,2,-1,0,,0.0,8.0,2.0,5.0,2017,546,1
4104,4105,32,70000,132,2,1,0,1,1,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,343,1
4105,4106,55,100000,2,3,0,0,1,0,,19,1,-1,0,,0.0,6.0,,5.0,2017,95,1
4106,4107,55,70000,283,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,156,1
4107,4108,42,100000,830,3,1,0,1,0,,19,1,-1,0,,0.0,6.0,2.0,5.0,2017,112,1
4108,4109,26,60000,75,1,0,0,1,1,,19,1,-1,0,,0.0,5.0,3.0,5.0,2017,351,1
4109,4110,54,70000,158,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,198,1
4110,4111,34,20000,46,2,1,0,1,1,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,165,1
4111,4112,46,100000,4301,2,1,0,1,1,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,134,1
4112,4113,25,20000,815,1,1,0,1,0,,19,6,-1,0,,0.0,7.0,2.0,5.0,2017,268,1
4113,4114,49,100000,128,2,1,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,298,1
4114,4115,59,20000,457,3,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,63,1
4115,4116,57,100000,0,2,1,0,0,0,,19,1,-1,0,,0.0,6.0,1.0,5.0,2017,455,0
4116,4117,27,60000,374,2,1,0,1,0,,19,2,-1,0,,0.0,5.0,2.0,5.0,2017,188,1
4117,4118,38,70000,3259,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,241,1
4118,4119,41,70000,-19,3,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,201,1
4119,4120,56,20000,316,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,27,1
4120,4121,37,20000,398,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,206,1
4121,4122,32,8000,2996,2,1,0,1,0,,19,1,-1,0,,0.0,1.0,2.0,5.0,2017,68,1
4122,4123,47,50000,292,2,1,0,1,0,,19,3,-1,0,,0.0,8.0,2.0,5.0,2017,82,1
4123,4124,57,100000,5431,2,1,0,1,0,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,97,1
4124,4125,38,70000,323,1,0,0,1,0,,19,1,-1,0,,0.0,9.0,3.0,5.0,2017,138,1
4125,4126,30,20000,1312,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,285,1
4126,4127,43,20000,953,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,135,1
4127,4128,35,20000,5,1,1,0,0,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,268,0
4128,4129,28,60000,213,1,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,267,1
4129,4130,38,50000,976,2,1,0,1,1,,19,2,-1,0,,0.0,8.0,2.0,5.0,2017,382,1
4130,4131,45,20000,970,2,1,0,1,0,,19,5,-1,0,,0.0,7.0,1.0,5.0,2017,208,1
4131,4132,31,60000,87,1,1,0,1,0,,19,3,-1,0,,0.0,5.0,2.0,5.0,2017,259,1
4132,4133,38,60000,59,2,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,18,1
4133,4134,28,4000,80,1,0,0,1,0,,19,1,-1,0,,0.0,3.0,3.0,5.0,2017,234,1
4134,4135,40,8000,3444,2,1,0,1,0,,19,4,-1,0,,0.0,1.0,1.0,5.0,2017,792,1
4135,4136,30,20000,12697,2,1,0,1,1,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,95,1
4136,4137,47,20000,863,2,1,0,1,0,,19,2,-1,0,,1.0,7.0,2.0,5.0,2017,943,1
4137,4138,27,100000,0,1,0,1,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,352,1
4138,4139,30,60000,18,1,1,0,0,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,798,0
4139,4140,53,70000,33,2,1,0,1,0,,19,12,-1,0,,0.0,9.0,2.0,5.0,2017,84,1
4140,4141,48,20000,281,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,1.0,5.0,2017,100,1
4141,4142,35,60000,-206,1,1,0,1,0,,19,4,-1,0,,0.0,5.0,2.0,5.0,2017,85,1
4142,4143,38,70000,36,1,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,143,1
4143,4144,32,60000,1879,2,0,0,0,0,,19,1,-1,0,,0.0,5.0,,5.0,2017,115,0
4144,4145,53,20000,10,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,73,1
4145,4146,25,20000,77,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,31,1
4146,4147,45,120000,369,2,1,0,1,0,,19,2,-1,0,,0.0,4.0,3.0,5.0,2017,182,1
4147,4148,28,20000,43,1,1,0,0,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,190,0
4148,4149,30,20000,392,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,351,1
4149,4150,31,50000,0,1,1,0,0,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,179,0
4150,4151,42,16000,14752,2,1,0,0,0,,19,2,-1,0,,0.0,10.0,1.0,5.0,2017,107,0
4151,4152,60,50000,738,2,0,0,0,0,,19,3,-1,0,,0.0,8.0,,5.0,2017,529,0
4152,4153,28,4000,836,1,0,0,1,0,,19,1,-1,0,,0.0,3.0,3.0,5.0,2017,36,1
4153,4154,46,20000,2851,1,1,0,1,0,,19,2,-1,0,,0.0,7.0,1.0,5.0,2017,122,1
4154,4155,40,60000,296,2,1,0,0,0,,19,1,-1,0,,0.0,5.0,3.0,5.0,2017,198,0
4155,4156,32,20000,1076,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,67,1
4156,4157,56,20000,25,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,264,1
4157,4158,20,20000,-172,2,1,0,1,1,,19,3,-1,0,,0.0,7.0,1.0,5.0,2017,238,1
4158,4159,41,70000,197,1,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,112,1
4159,4160,48,20000,5057,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,21,1
4160,4161,49,20000,284,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,81,1
4161,4162,29,20000,1012,1,0,0,1,0,,19,3,-1,0,,0.0,7.0,3.0,5.0,2017,496,1
4162,4163,57,50000,4378,3,1,0,1,0,,19,3,-1,0,,0.0,8.0,2.0,5.0,2017,78,1
4163,4164,49,60000,2718,2,1,0,0,0,,19,2,-1,0,,0.0,5.0,2.0,5.0,2017,114,0
4164,4165,42,120000,103,1,1,0,1,0,,19,5,-1,0,,0.0,4.0,1.0,5.0,2017,156,1
4165,4166,28,20000,1827,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,211,1
4166,4167,31,20000,41,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,265,1
4167,4168,26,20000,484,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,48,1
4168,4169,29,70000,146,1,1,0,1,0,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,104,1
4169,4170,26,60000,3,1,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,610,1
4170,4171,31,20000,259,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,287,1
4171,4172,38,120000,830,2,1,0,1,0,,19,2,-1,0,,0.0,4.0,2.0,5.0,2017,68,1
4172,4173,45,70000,242,3,1,0,1,0,,19,1,-1,0,,0.0,9.0,1.0,5.0,2017,336,1
4173,4174,24,20000,0,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,202,1
4174,4175,31,50000,6042,1,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,228,1
4175,4176,40,20000,-341,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,192,1
4176,4177,34,70000,221,3,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,343,1
4177,4178,24,60000,-46,1,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,23,1
4178,4179,26,20000,-5,1,1,0,0,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,260,0
4179,4180,29,100000,617,1,0,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,387,1
4180,4181,30,100000,134,2,1,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,70,1
4181,4182,61,20000,625,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,1.0,5.0,2017,158,1
4182,4183,26,100000,775,2,1,0,0,0,,19,3,-1,0,,0.0,6.0,3.0,5.0,2017,35,0
4183,4184,31,60000,221,1,0,0,1,0,,19,3,-1,0,,0.0,5.0,3.0,5.0,2017,145,1
4184,4185,28,60000,-31,1,0,0,1,0,,19,1,-1,0,,0.0,5.0,3.0,5.0,2017,257,1
4185,4186,31,50000,97,2,1,0,1,0,,19,1,-1,0,,1.0,8.0,2.0,5.0,2017,607,1
4186,4187,52,120000,81,3,0,0,1,0,,19,3,-1,0,,0.0,4.0,3.0,5.0,2017,214,1
4187,4188,30,20000,16,1,1,0,1,0,,19,5,-1,0,,0.0,7.0,2.0,5.0,2017,127,1
4188,4189,32,70000,144,2,1,0,1,0,,19,11,-1,0,,0.0,9.0,2.0,5.0,2017,260,1
4189,4190,38,100000,889,1,0,0,0,0,,19,4,-1,0,,0.0,6.0,3.0,5.0,2017,197,0
4190,4191,40,20000,-481,2,1,0,1,1,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,174,1
4191,4192,38,120000,680,2,1,0,1,0,,19,2,-1,0,,0.0,4.0,2.0,5.0,2017,144,1
4192,4193,54,20000,-754,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,222,1
4193,4194,42,70000,2993,2,1,0,1,0,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,136,1
4194,4195,34,60000,501,3,0,0,1,0,,19,12,-1,0,,0.0,5.0,3.0,5.0,2017,546,1
4195,4196,42,100000,365,2,1,0,1,0,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,49,1
4196,4197,54,55000,477,3,1,0,1,0,,19,4,-1,0,,0.0,11.0,1.0,5.0,2017,335,1
4197,4198,27,20000,72,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,105,1
4198,4199,31,20000,2085,2,1,0,1,1,,19,3,-1,0,,0.0,7.0,1.0,5.0,2017,488,1
4199,4200,34,60000,705,1,1,0,1,1,,19,3,-1,0,,0.0,5.0,2.0,5.0,2017,1203,1
4200,4201,31,20000,754,2,1,0,1,0,,19,4,-1,0,,1.0,7.0,2.0,5.0,2017,1022,1
4201,4202,27,60000,512,2,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,128,1
4202,4203,25,20000,300,2,1,0,1,1,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,126,1
4203,4204,20,4000,67,1,1,0,1,0,,19,1,-1,0,,0.0,3.0,2.0,5.0,2017,387,1
4204,4205,54,50000,912,3,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,258,1
4205,4206,30,20000,0,1,0,0,1,0,,19,1,-1,0,,0.0,7.0,,5.0,2017,199,1
4206,4207,33,20000,86,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,364,1
4207,4208,22,20000,0,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,123,1
4208,4209,36,20000,79,2,0,0,1,0,,19,14,-1,0,,0.0,7.0,,5.0,2017,201,1
4209,4210,44,20000,87,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,193,1
4210,4211,43,100000,3196,2,1,0,1,1,,19,3,-1,0,,0.0,6.0,2.0,5.0,2017,159,1
4211,4212,44,55000,181,2,1,0,1,0,,19,6,-1,0,,0.0,11.0,2.0,5.0,2017,131,1
4212,4213,49,100000,354,1,0,0,1,0,,19,3,-1,0,,0.0,6.0,3.0,5.0,2017,166,1
4213,4214,27,120000,220,2,1,0,1,0,,19,1,-1,0,,0.0,4.0,2.0,5.0,2017,480,1
4214,4215,45,20000,2128,2,1,0,1,0,,19,4,-1,0,,0.0,7.0,1.0,5.0,2017,149,1
4215,4216,41,100000,4357,2,1,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,110,1
4216,4217,28,120000,1306,1,0,0,1,0,,19,3,-1,0,,0.0,4.0,,5.0,2017,396,1
4217,4218,51,60000,425,2,0,0,1,0,,19,3,-1,0,,0.0,5.0,,5.0,2017,124,1
4218,4219,49,100000,68,2,1,0,1,1,,19,3,-1,0,,0.0,6.0,3.0,5.0,2017,163,1
4219,4220,42,8000,1990,2,1,0,1,1,,19,1,-1,0,,0.0,1.0,2.0,5.0,2017,13,1
4220,4221,55,60000,978,2,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,259,1
4221,4222,41,60000,0,1,1,0,1,1,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,162,1
4222,4223,51,100000,824,1,0,0,0,0,,19,2,-1,0,,0.0,6.0,3.0,5.0,2017,102,0
4223,4224,46,20000,679,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,723,1
4224,4225,41,20000,262,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,89,1
4225,4226,32,20000,86,3,1,0,0,1,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,703,1
4226,4227,43,60000,1017,1,0,0,1,0,,19,2,-1,0,,0.0,5.0,3.0,5.0,2017,257,1
4227,4228,48,20000,456,2,1,0,1,1,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,289,1
4228,4229,52,60000,6353,2,1,0,1,1,,19,2,-1,0,,0.0,2.0,2.0,5.0,2017,361,1
4229,4230,29,60000,103,1,1,0,0,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,314,0
4230,4231,51,50000,467,3,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,83,1
4231,4232,48,20000,841,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,215,1
4232,4233,34,70000,0,2,1,0,1,0,,19,4,-1,0,,0.0,9.0,2.0,5.0,2017,115,1
4233,4234,52,50000,-346,1,1,0,1,1,,19,3,-1,0,,0.0,8.0,2.0,5.0,2017,147,1
4234,4235,31,60000,157,2,1,0,1,0,,19,1,-1,0,,0.0,2.0,2.0,5.0,2017,285,1
4235,4236,41,60000,459,2,1,0,1,0,,19,1,-1,0,,0.0,5.0,2.0,5.0,2017,102,1
4236,4237,40,70000,464,1,1,0,1,1,,19,7,-1,0,,0.0,9.0,2.0,5.0,2017,183,1
4237,4238,51,70000,2085,2,1,0,1,0,,19,1,-1,0,,0.0,9.0,2.0,5.0,2017,70,1
4238,4239,42,20000,1323,2,0,0,1,0,,19,1,-1,0,,0.0,7.0,,5.0,2017,19,1
4239,4240,31,20000,75,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,346,1
4240,4241,34,20000,-288,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,643,1
4241,4242,41,60000,713,2,1,0,1,0,,19,1,-1,0,,0.0,2.0,2.0,5.0,2017,78,1
4242,4243,43,20000,1071,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,411,1
4243,4244,54,20000,887,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,133,1
4244,4245,47,70000,-288,2,1,0,0,0,,19,6,-1,0,,0.0,9.0,2.0,5.0,2017,193,0
4245,4246,41,20000,3722,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,1.0,5.0,2017,590,1
4246,4247,40,100000,3,2,1,0,1,1,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,151,1
4247,4248,23,100000,85,1,1,0,1,0,,19,2,-1,0,,0.0,6.0,2.0,5.0,2017,109,1
4248,4249,48,20000,6489,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,1.0,5.0,2017,263,1
4249,4250,36,50000,3457,1,1,0,0,0,,19,4,-1,0,,0.0,8.0,2.0,5.0,2017,103,0
4250,4251,44,100000,409,3,0,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,333,1
4251,4252,31,50000,396,1,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,104,1
4252,4253,32,20000,101,2,1,0,1,0,,19,4,-1,0,,0.0,7.0,2.0,5.0,2017,191,1
4253,4254,49,20000,402,2,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,571,1
4254,4255,23,20000,525,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,180,1
4255,4256,41,50000,3855,2,1,0,1,0,,19,2,-1,0,,0.0,8.0,2.0,5.0,2017,657,1
4256,4257,52,20000,157,2,1,0,1,1,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,107,1
4257,4258,41,100000,1897,2,1,0,1,0,,19,3,-1,0,,0.0,6.0,3.0,5.0,2017,335,1
4258,4259,22,20000,36,2,1,0,1,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,120,1
4259,4260,60,20000,171,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,219,1
4260,4261,60,60000,148,2,0,0,1,0,,19,1,-1,0,,0.0,5.0,,5.0,2017,148,1
4261,4262,35,60000,208,2,0,0,1,0,,19,1,-1,0,,0.0,5.0,,5.0,2017,214,1
4262,4263,49,20000,1536,2,1,0,1,0,,19,2,-1,0,,0.0,7.0,1.0,5.0,2017,400,1
4263,4264,32,20000,476,1,1,0,1,1,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,503,1
4264,4265,45,20000,42,2,1,0,1,0,,19,5,-1,0,,0.0,7.0,2.0,5.0,2017,125,1
4265,4266,29,100000,-233,1,0,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,329,1
4266,4267,45,100000,1540,2,1,0,1,0,,19,3,-1,0,,0.0,6.0,3.0,5.0,2017,194,1
4267,4268,28,100000,3238,1,0,0,1,0,,19,1,-1,0,,0.0,6.0,3.0,5.0,2017,7,1
4268,4269,21,4000,210,1,0,0,1,0,,19,1,-1,0,,0.0,3.0,,5.0,2017,53,1
4269,4270,31,70000,1629,1,1,0,1,0,,19,2,-1,0,,0.0,9.0,2.0,5.0,2017,344,1
4270,4271,27,50000,112,3,1,0,1,0,,19,1,-1,0,,0.0,8.0,2.0,5.0,2017,104,1
4271,4272,43,70000,1040,3,1,0,1,0,,19,3,-1,0,,1.0,9.0,2.0,5.0,2017,552,1
4272,4273,24,20000,76,1,0,0,1,0,,19,1,-1,0,,0.0,7.0,,5.0,2017,345,1
4273,4274,28,20000,362,1,1,0,1,0,,19,1,-1,0,,0.0,7.0,2.0,5.0,2017,263,1
4274,4275,42,100000,1116,3,0,0,1,0,,19,6,-1,0,,0.0,6.0,3.0,5.0,2017,88,1
4275,4276,40,20000,-365,2,1,0,1,0,,19,43,-1,0,,0.0,7.0,2.0,5.0,2017,44,1
4276,4277,42,70000,2567,2,1,0,1,0,,19,2,-1,0,,0.0,9.0,1.0,5.0,2017,401,1
4277,4278,31,20000,19,1,1,0,1,0,,19,5,-1,0,,0.0,7.0,2.0,5.0,2017,178,1
4278,4279,47,20000,146,2,1,0,1,1,,19,5,-1,0,,0.0,7.0,1.0,5.0,2017,53,1
4279,4280,40,20000,125,3,1,0,1,0,,19,2,-1,0,,0.0,7.0,2.0,5.0,2017,349,1
4280,4281,31,50000,47,3,1,0,1,0,,19,9,-1,0,,0.0,8.0,2.0,5.0,2017,34,1
4281,4282,26,20000,0,3,1,0,1,0,,19,3,-1,0,,0.0,7.0,2.0,5.0,2017,48,1
4282,4283,52,50000,0,1,1,0,0,0,,19,11,-1,0,,0.0,8.0,1.0,5.0,2017,182,0
